375,False,1000,50,3,1,500,0,0.001,3,357,540.6455058989934,5.98,1.3633593015096017,4.4806968720970906,1.8003981995411846,367.5,20.16,6.56,5.98
877,False,1000,50,3,1,500,0,0.001,2,490,477.0241630862545,6.0,1.833610285039965,3.327045131457688,1.900590922882548,868.9,18.98,61.78,6.0
1521,False,1000,50,3,1,500,0,0.001,1.1,837,339.1737514741551,6.02,2.5007537654971768,2.3995474133261334,1.5366878825344361,1512.56,33.48,21.12,6.02
1870,False,1000,50,3,1,500,0,0.01,2,540,454.23270245314495,6.02,2.750358977947875,2.1714133327447946,1.9536411373278608,1862.02,20.04,193.82,6.02
1990,False,1000,50,3,1,500,0,0.01,1.1,547,203.83353431426244,6.02,2.968705158334196,2.019722894969947,1.4459456851041566,1982.72,21.9,29.34,6.02
2242,False,1000,50,3,1,500,0,0.0001,3,503,536.0897049777736,6.02,2.766511248811107,2.182469303275431,2.9206969474236257,2234.26,21.58,726.32,6.02
2304,False,1000,50,3,1,500,0,0.0001,1.1,681,117.11599981553863,6.0,3.2846579169456978,1.8037657165337464,1.4225035131525288,2296.26,29.4,24.44,6.0
2457,False,1000,50,3,1,500,0,0.0001,2,559,338.4500408765569,6.0,3.311870188018446,1.824866667228331,1.938723094173301,2449.2,29.96,239.04,6.0
3253,False,1000,50,3,1,500,0,0.01,3,530,489.2528471583152,6.04,3.6126209267805933,1.6608221074777387,2.9032337553901346,3245.18,20.36,984.92,6.04
4205,False,1000,50,3,1,500,0,0.1,2,29,359.24248491229343,5.98,4.8539340452074065,1.2361475949868803,2.020053844821849,4198.02,0.86,599.5,5.98
5043,False,1000,50,3,1,500,0,1,1.1,0,-631.5772052177884,6.0,6.012042971419584,0.9973704770044667,1.3430884220535828,5036.0,0.0,50.44,6.0
5512,False,1000,50,3,1,500,0,0.1,1.1,17,-707.6093221913669,6.0,6.478203365730663,0.9251933535520978,1.3446173717534944,5504.98,0.46,56.18,6.0
8886,False,1000,50,3,1,500,0,1,3,0,577.9716028031512,6.0,7.714102593528686,0.7770363941286099,3.0065435263871194,8879.0,0.0,3363.78,6.0
9084,False,1000,50,3,1,500,0,1,2,0,49.97061193572292,6.0,9.353752220452357,0.64154578259711,2.0139871743254747,9077.0,0.0,1258.92,6.0
9595,False,1000,50,3,1,500,0,0.1,3,12,561.8362908446247,6.0,8.255320960126436,0.7276688633505535,3.0044565651074246,9587.98,0.3,3617.92,6.0
