801,False,1000,40,3,1,500,0,0.005,1.1,532,616.8734774379487,7.5,1.783576682896991,4.233468307766853,7.333333333333333,66.3030303030303,33,2.735,164.9310194187652
787,False,1000,40,3,1,500,0,0.01,1.1,376,604.6126989449835,7.5,1.7704994247385777,4.255185481247231,5.878787878787879,90.87878787878788,33,3.8155216284987277,221.70290356939432
1590,False,1000,20,3,1,500,0,0.001,1.1,614,1223.889615743834,15.0,2.5531142722785365,5.898410060264252,5.741935483870968,79.25806451612904,31,1.5462555066079295,274.5944422732086
1348,False,1000,30,3,1,500,0,0,1.1,466,749.3774751307787,10.066666666666666,2.324822273456957,4.341764250476735,6.4,135.2,20,2.0074239049740163,252.6624149975989
1833,False,1000,30,3,1,500,0,0.001,1.1,764,696.2338629177502,10.033333333333333,2.801862961203726,3.5720942179669914,11.821428571428571,101.78571428571429,28,1.5556768558951966,288.2414131485923
1310,False,1000,40,3,1,500,0,0.001,1.1,604,529.177633647536,7.5,2.2920072084328993,3.279259434201664,7.151515151515151,102.72727272727273,33,2.589763177998472,273.2241582736498
2912,False,1000,20,3,1,500,0,0.01,1.1,354,971.1774557444414,15.05,3.8736186988834604,3.8813651904661106,3.888888888888889,156.22222222222223,27,1.4732797764582606,805.069530176822
2937,False,1000,20,3,1,500,0,0.005,1.1,405,969.9635009701049,15.05,3.8984779237953697,3.8542136422816613,3.909090909090909,143.5151515151515,33,1.6944543828264758,624.830649823314
2240,False,1000,30,3,1,500,0,0.01,1.1,295,519.6925408280886,10.0,3.2140966141513063,3.131002836170807,4.796875,78.28125,64,2.2446236559139785,583.1439634979299
2329,False,1000,30,3,1,500,0,0.005,1.1,802,567.0239787079613,10.0,3.296200038315277,3.033252775887798,5.551724137931035,70.48275862068965,58,1.7560137457044673,406.27287706199377
3498,False,1000,20,3,1,500,0,0,1.1,412,784.7203449289918,15.05,4.461224218259855,3.3605237935281638,4.452830188679245,100.52830188679245,53,1.7975708502024292,813.7015846650049
1939,False,1000,40,3,1,500,0,0,1.1,601,354.60643221429655,7.5,2.9179030183323276,2.576150894594204,7.1063829787234045,70.5,94,3.4195046439628483,432.8126737552634
4152,False,1000,40,3,1,500,0,1,1.1,0,-255.3321809844001,7.5,5.122806510061719,1.4668684044931495,4.134920634920635,49.84126984126984,378,4.538665381835703,1261.2254888896778
10291,False,1000,20,3,1,500,0,0.1,1.1,0,-927.730792226053,15.0,11.225907254731936,1.3344179780707823,3.460122699386503,54.87116564417178,163,1.3901150139881877,4324.779614859227
7204,False,1000,30,3,1,500,0,0.1,1.1,3,-645.8430570403027,9.966666666666667,8.156071948553626,1.222040938639855,4.012406947890819,46.096774193548384,403,2.622018348623853,2197.4331916778806
14048,False,1000,20,3,1,500,0,0.05,1.1,14,-1923.1096244680964,15.0,14.966825725402652,1.0003103760923864,3.3689839572192515,47.24064171122995,187,1.2035422343324251,8065.471458044764
14563,False,1000,20,3,1,500,0,1,1.1,0,-2039.390041083729,15.0,15.481148867523984,0.9672932912160604,3.48559670781893,56.1275720164609,243,1.3307639769733632,5912.414424447298
7272,False,1000,40,3,1,500,0,0.1,1.1,4,-909.4211031428442,7.5,8.227031512556383,0.910104655315376,4.23216995447648,50.98482549317147,659,4.620959977994774,2398.302638647118
11839,False,1000,30,3,1,500,0,0.05,1.1,24,-1826.6511301020194,10.0,12.770084225521837,0.781350241964731,3.6962025316455698,50.47377938517179,553,2.4740294274064882,4587.859693412766
12411,False,1000,30,3,1,500,0,1,1.1,0,-1950.7436584882578,10.0,13.341021836185936,0.7481315150508699,3.7447916666666665,46.83680555555556,576,2.287046456425907,5227.528187986561
10816,False,1000,40,3,1,500,0,0.05,1.1,14,-1840.048307985487,7.5,11.754651886597346,0.6367850322713501,4.277723258096173,44.179587831207066,1019,4.1695841437436325,4244.934324527188
