4121,False,1000,50,uniform,1,500,0,0.01,1.1,664,-141.63537255682215,6.0,5.087355821277216,1.1762170623176014
4280,False,1000,50,uniform,1,500,0,0.01,straight,680,-2814879999060.47,6.0,5.267637105419665,1.1356003902311633
5094,False,1000,50,uniform,1,500,0,0.005,straight,1404,-1970879999633.838,6.0,6.07495108046152,0.9846158061527618
5623,False,1000,50,uniform,1,500,0,0.005,1.1,1748,-210.393930817649,6.0,6.5723233689892036,0.9101668459521837
6244,False,1000,50,uniform,1,500,0,0.01,2,1064,253.83573042357432,6.0,6.815076245106294,0.8779148681302585
3758,False,1000,50,uniform,1,500,0,0.05,straight,40,-3720739997701.409,5.96,4.7507343552188495,1.2509085494436123
3861,False,1000,50,uniform,1,500,0,0.05,1.1,39,-316.20283397829587,5.98,4.830699611102543,1.2344228599962275
9093,False,1000,50,uniform,1,500,0,0.001,straight,4487,-3074499999720.428,6.0,10.043061564901087,0.5955192946125598
9341,False,1000,50,uniform,1,500,0,0.0001,straight,4883,-3213459999749.7373,5.98,10.287795958645411,0.5794321197907089
9364,False,1000,50,uniform,1,500,0,0.005,2,2783,14.231634383888313,6.0,9.832813539640407,0.6085811825324426
9728,False,1000,50,uniform,1,500,0,0.001,1.1,4339,-576.8430334593992,6.0,10.627700297829172,0.5627361150524809
10092,False,1000,50,uniform,1,500,0,0,straight,5305,-3729819999672.134,6.0,11.034685858731375,0.542002962110676
4781,False,1000,50,uniform,1,500,0,0.05,2,45,352.9720527326816,6.0,5.3646851348933895,1.1157736041616642
10480,False,1000,50,uniform,1,500,0,0,1.1,5400,-558.369394440868,6.0,11.362793580884663,0.5263197798975009
10785,False,1000,50,uniform,1,500,0,0.0001,1.1,5318,-608.5112401424437,6.0,11.661430499769505,0.512907500571027
12269,False,1000,50,uniform,1,500,0,0.001,2,5868,60.41305241672719,6.0,12.537767821993617,0.47714073199174495
3652,False,1000,50,uniform,1,500,0,0.1,straight,11,-3641599997625.837,6.0,4.644894811951023,1.2880075416298993
3719,False,1000,50,uniform,1,500,0,0.1,1.1,11,-287.3825283145494,6.0,4.691030266373387,1.2755240337744143
13575,False,1000,50,uniform,1,500,0,0.01,3,1731,363.63869982394573,5.98,11.829103204555567,0.5045073867883524
3761,False,1000,50,uniform,1,500,0,1,straight,0,-3753999997489.556,6.0,4.753999999999921,1.258517204367986
4851,False,1000,50,uniform,1,500,0,0.1,2,9,352.6910684391361,6.0,5.433084901489801,1.1011241079549505
3704,False,1000,50,uniform,1,500,0,1,1.1,1,-269.02284319730336,5.98,4.675438890133392,1.2753646781550243
5038,False,1000,50,uniform,1,500,0,1,2,0,314.92280290069885,6.0,5.61411350127617,1.0657474191600194
16142,False,1000,50,uniform,1,500,0,0.0001,2,7261,-32.51100591376223,6.0,16.116323626339316,0.37112779289828735
16091,False,1000,50,uniform,1,500,0,0,2,7146,-27.338522702314652,6.0,16.070831861535627,0.3722127981372295
3677,False,1000,50,1.1,1,500,0,0,straight,3312,-986579999650.6882,6.0,4.638972734322037,1.290245439315371
10684,False,1000,50,uniform,1,500,0,0.05,3,35,574.4296012593381,6.0,9.06914654778176,0.659474037333633
4418,False,1000,50,1.1,1,500,0,0.0001,straight,2909,-1238059999646.7922,6.0,5.384263106816677,1.111380044658353
6127,False,1000,50,1.1,1,500,0,0,1.1,3272,-205.72152627643754,5.98,7.058911251634288,0.8447631352525701
6013,False,1000,50,1.1,1,500,0,0,2,4977,190.45219909415056,6.0,6.652566108194935,0.8994356424437853
4240,False,1000,50,1.1,1,500,0,0.0001,1.1,3156,120.17163472681369,6.0,5.179177929008392,1.1556786975209703
11753,False,1000,50,uniform,1,500,0,0.1,3,6,571.4581990580974,6.0,9.880456284664213,0.6055734624804578
10720,False,1000,50,uniform,1,500,0,1,3,0,573.7014797639889,6.0,9.093010710250429,0.6578741017790561
2972,False,1000,50,1.1,1,500,0,0.001,straight,2222,-818339999571.6067,6.02,3.944826302130888,1.517729850258345
3189,False,1000,50,1.1,1,500,0,0.001,1.1,2507,225.22611770197938,6.0,4.141533645059005,1.4450920968952092
6160,False,1000,50,1.1,1,500,0,0.0001,2,3742,269.4457197801279,6.0,6.793432615706888,0.8808130541421366
1796,False,1000,50,1.1,1,500,0,0.005,1.1,1225,379.40371502630114,6.0,2.768274756455938,2.164234720400587
2536,False,1000,50,1.1,1,500,0,0.005,straight,1486,-761939999572.3583,6.0,3.516132847897154,1.7025074990433984
24579,False,1000,50,uniform,1,500,0,0.005,3,5508,190.588468037505,6.0,20.975943406876066,0.285139147876964
25631,False,1000,50,uniform,1,500,0,0.0001,3,8341,12.242676775969546,6.0,22.20432159151283,0.2694944018840106
2379,False,1000,50,1.1,1,500,0,0.01,1.1,748,209.5253333192782,6.0,3.3517675449724553,1.7858130674975572
2480,False,1000,50,1.1,1,500,0,0.01,straight,792,-1299419999343.7664,5.98,3.4668722456918974,1.7209622071821185
21884,False,1000,50,uniform,1,500,0,0.01,random,1646,368.34275714816255,6.0,22.86178620312686,0.26158953492066706
4425,False,1000,50,1.1,1,500,0,0.005,2,1937,297.6647200780816,6.0,5.189271969726301,1.1531344403896169
2562,False,1000,50,1.1,1,500,0,0.01,2,1231,452.5168902054578,5.98,3.3937540887623423,1.7585592727418438
29011,False,1000,50,uniform,1,500,0,0.001,3,8562,216.18602664235848,6.0,24.46187072902033,0.2444994760648123
